"tokenId","level","biome","elevation","zoneName","xCoordinate","yCoordinate","seedValue","structureSpaceX","structureSpaceY","structureSpaceZ","chroma","mode","questionMarks"
5303,"14","71","-4","Holo","26","18","4927","5507008","3812544","20121868","Pulse","Terrain",44320
5304,"14","51","2","Mirage","28","5","8331","5930624","1059040","21075004","Pulse","Terrain",43769
5305,"7","80","2","Zerinia","8","12","8478","4236160","5083392","10696394","Pulse","Terrain",47417
5306,"13","49","3","Grove","3","20","7263","635424","4236160","19751199","Pulse","Terrain",41713
5307,"14","36","4","Holo","4","42","938","847232","8895936","21392716","Flow","Terrain",51118
5308,"9","83","0","Aria","11","9","4299","5718816","5295200","13343994","Pulse","Terrain",31625
5309,"13","59","2","Nightrose","3","9","4491","635424","1906272","19592343","Pulse","Terrain",37917
5310,"15","50","0","Pepo","13","0","4126","5295200","2541696","22239952","Flow","Terrain",48118
5311,"8","45","-1","Akileaf","1","16","5842","2753504","5930624","11702482","Flow","Terrain",49621
5312,"13","2","2","Nightrose","12","42","3705","2541696","8895936","19592343","Flow","Terrain",32447
5313,"14","50","1","Hyphae","21","13","7780","4447968","2753504","20916148","Pulse","Terrain",21377
5314,"13","54","4","Mecha","28","21","9608","5930624","4447968","19910055","Pulse","Terrain",37201
5315,"4","51","4","Kairo","0","13","3628","3388928","6142432","6566138","Flow","Terrain",39554
5316,"6","4","3","Toad","19","3","5902","6566048","3177120","9372594","Flow","Terrain",24131
5317,"10","73","-3","[SUN]","5","26","7852","2753504","7201472","14350082","Flow","Terrain",33359
5318,"14","22","-2","Radiant","31","16","8199","6566048","3388928","20439580","Pulse","Terrain",48024
5319,"13","6","2","Nightrose","28","47","4193","5930624","9954976","19592343","Pulse","Terrain",28224
5320,"15","34","0","Pepo","21","15","8442","6989664","5718816","22239952","Flow","Terraform",53333
5321,"15","53","0","Pepo","17","22","7605","6142432","7201472","22239952","Hyper","Terrain",51380
5322,"14","40","3","Shiro","26","31","4642","5507008","6566048","21233860","Pulse","Terrain",53423
5323,"14","7","4","Holo","35","39","5519","7413280","8260512","21392716","Pulse","Terrain",42752
5324,"17","55","3","Alto","12","5","3985","5930624","4447968","25681841","Flow","Terrain",50843
5325,"15","42","3","Blushing","4","3","2268","3388928","3177120","22716520","Flow","Terrain",45335
5326,"10","91","-1","[SEP]","4","30","1008","2541696","8048704","14667794","Flow","Terrain",49770
5327,"13","59","1","Hypermage","47","32","3935","9954976","6777856","19433487","Flow","Terrain",29578
5328,"13","57","3","Grove","6","24","5352","1270848","5083392","19751199","Flow","Terrain",42504
5329,"10","51","4","[MOON]","26","7","9085","7201472","3177120","15462074","Flow","Terrain",22148
5330,"10","48","2","[CUR2]","25","0","4165","6989664","1694464","15144362","Flow","Terrain",33621
5331,"17","20","4","Alto","13","0","1358","6142432","3388928","25840697","Flow","Terrain",52895
5332,"13","54","1","Hypermage","19","1","3271","4024352","211808","19433487","Hyper","Terraform",53341
5333,"9","86","1","Dhampir","5","11","5695","4447968","5718816","13502850","Pulse","Terrain",41420
5334,"13","72","2","Nightrose","28","12","7350","5930624","2541696","19592343","Flow","Terrain",21241
5335,"13","62","2","Nightrose","4","9","3147","847232","1906272","19592343","Hyper","Terrain",48961
5336,"15","68","2","Linosim","3","11","9180","3177120","4871584","22557664","Flow","Terrain",51658
5337,"8","62","1","Kippsun","20","6","9624","6777856","3812544","12020194","Pulse","Terrain",19083
5338,"14","65","4","Holo","27","32","6687","5718816","6777856","21392716","Pulse","Terrain",48451
5339,"7","1","1","Intro Forest","6","21","4564","3812544","6989664","10537538","Flow","Terrain",51265
5340,"14","8","2","Mirage","32","33","6540","6777856","6989664","21075004","Flow","Terrain",43328
5341,"9","91","1","Dhampir","14","1","6705","6354240","3600736","13502850","Hyper","Terrain",48438
5342,"14","52","-4","Holo","22","23","9808","4659776","4871584","20121868","Flow","Terrain",51614
5343,"14","48","4","Holo","29","40","2382","6142432","8472320","21392716","Flow","Origin Daydream",31893
5344,"11","48","-4","[MENU]","17","16","1630","5295200","5083392","15673886","Pulse","Origin Daydream",45751
5345,"13","80","3","Grove","28","10","8370","5930624","2118080","19751199","Pulse","Terrain",23332
5346,"13","4","1","Hypermage","1","13","5636","211808","2753504","19433487","Pulse","Terrain",21212
5347,"16","47","4","Ouallada","21","17","195","6989664","6142432","24358037","Flow","Terrain",36571
5348,"13","54","4","Mecha","7","35","6804","1482656","7413280","19910055","Hyper","Terrain",39539
5349,"13","32","4","Mecha","28","5","3396","5930624","1059040","19910055","Pulse","Terrain",53492
5350,"10","83","3","[NEON]","20","27","4997","5930624","7413280","15303218","Flow","Terrain",37030
5351,"9","84","0","Aria","0","9","8422","3388928","5295200","13343994","Pulse","Terrain",23268
5352,"11","72","2","[BOSS]","11","20","6460","4024352","5930624","16627022","Flow","Terrain",24839
5353,"14","45","3","Shiro","37","36","9116","7836896","7625088","21233860","Plague","Terrain",38657
5354,"14","32","0","Riso","19","16","8705","4024352","3388928","20757292","Pulse","Terrain",48893
5355,"15","33","3","Blushing","2","15","997","2965312","5718816","22716520","Flow","Terrain",34686
5356,"14","57","4","Holo","47","17","2302","9954976","3600736","21392716","Pulse","Terrain",33274
5357,"13","42","1","Hypermage","23","36","5478","4871584","7625088","19433487","Hyper","Terrain",37073
5358,"13","46","3","Grove","29","24","6785","6142432","5083392","19751199","Pulse","Terrain",28315
5359,"8","62","0","Calyx","1","18","2496","2753504","6354240","11861338","Flow","Terrain",27335
5360,"8","10","2","Everglades","21","6","5052","6989664","3812544","12179050","Pulse","Terrain",18848
5361,"10","13","2","[CUR2]","20","30","9572","5930624","8048704","15144362","Flow","Terrain",34999
5362,"16","64","2","Blossom","15","0","4208","5718816","2541696","24040325","Flow","Terrain",18902
5363,"6","33","-4","Ender","10","21","7411","4659776","6989664","8260602","Pulse","Terrain",30303
5364,"13","24","4","Mecha","7","21","7098","1482656","4447968","19910055","Flow","Terrain",21856
5365,"11","37","-4","[MENU]","17","22","5757","5295200","6354240","15673886","Flow","Terrain",21049
5366,"11","28","0","[DARK]","4","16","2179","2541696","5083392","16309310","Flow","Terrain",40508
5367,"13","60","2","Nightrose","17","35","5425","3600736","7413280","19592343","Flow","Terrain",51020
5368,"11","53","1","[BLOOD]","15","11","4177","4871584","4024352","16468166","Flow","Terrain",32079
5369,"14","62","0","Riso","38","11","521","8048704","2329888","20757292","Flow","Terrain",17974
5370,"14","47","0","Riso","11","32","7078","2329888","6777856","20757292","Flow","Terrain",28209
5371,"8","15","3","Cradle","12","9","4995","5083392","4447968","12337906","Flow","Terrain",16778
5372,"16","7","4","Ouallada","21","18","6400","6989664","6354240","24358037","Flow","Terrain",45755
5373,"17","7","2","Alto","8","5","2538","5083392","4447968","25522985","Flow","Terrain",50546
5374,"13","23","3","Grove","15","19","4635","3177120","4024352","19751199","Flow","Terrain",43169
5375,"13","47","1","Hypermage","14","15","2302","2965312","3177120","19433487","Flow","Terrain",51579
5376,"13","62","1","Hypermage","19","25","6922","4024352","5295200","19433487","Hyper","Terrain",35783
5377,"12","34","-3","Muxtai X1","10","15","4372","5507008","6566048","17315403","Flow","Terraform",52614
5378,"15","38","-4","Gemina","13","6","6916","5295200","3812544","21604528","Hyper","Terrain",36783
5379,"14","46","4","Holo","22","4","248","4659776","847232","21392716","Pulse","Terrain",19643
5380,"14","24","-3","Warp","16","23","8740","3388928","4871584","20280724","Flow","Daydream",44147
5381,"14","57","4","Holo","25","35","1500","5295200","7413280","21392716","Flow","Terrain",40213
5382,"11","66","0","[DARK]","6","19","5585","2965312","5718816","16309310","Flow","Terrain",34020
5383,"14","31","0","Riso","27","44","2039","5718816","9319552","20757292","Flow","Terrain",46080
5384,"16","62","4","Ouallada","16","20","4003","5930624","6777856","24358037","Hyper","Terrain",17858
5385,"15","33","2","Linosim","15","2","3012","5718816","2965312","22557664","Pulse","Terrain",24769
5386,"13","25","1","Hypermage","27","30","3766","5718816","6354240","19433487","Pulse","Terrain",38409
5387,"10","31","-1","[SEP]","3","31","4332","2329888","8260512","14667794","Pulse","Terraform",47140
5388,"5","83","4","Xleph","9","1","9467","5295200","3600736","8048794","Flow","Terrain",40151
5389,"16","2","4","Ouallada","11","7","4033","4871584","4024352","24358037","Flow","Terrain",25117
5390,"10","59","4","[MOON]","26","5","7040","7201472","2753504","15462074","Pulse","Terrain",52040
5391,"13","37","1","Hypermage","13","13","5097","2753504","2753504","19433487","Flow","Terrain",42232
5392,"15","50","-1","Avidana","1","19","9208","2753504","6566048","22081096","Pulse","Terrain",47998
5393,"6","32","3","Toad","22","22","2077","7201472","7201472","9372594","Flow","Terrain",50446
5394,"10","89","4","[MOON]","27","15","2817","7413280","4871584","15462074","Flow","Terrain",18319
5395,"13","47","-4","Killscreen","39","33","3000","8260512","6989664","18639207","Flow","Terrain",53160
5396,"7","23","1","Intro Forest","16","5","675","5930624","3600736","10537538","Flow","Terrain",45927
5397,"6","6","-1","Mori","1","1","2700","2753504","2753504","8737170","Pulse","Terrain",52964
5398,"10","3","2","[CUR2]","19","8","9570","5718816","3388928","15144362","Flow","Terrain",29996
5399,"10","59","0","[YUNA]","14","28","102","4659776","7625088","14826650","Flow","Terrain",53417
5400,"17","15","4","Alto","2","15","5576","3812544","6566048","25840697","Hyper","Terrain",50950
5401,"13","55","4","Mecha","0","39","2429","0","8260512","19910055","Flow","Terrain",53524
5402,"7","45","2","Zerinia","15","9","6675","5718816","4447968","10696394","Flow","Terrain",52924
5403,"16","62","3","Mould","14","21","4326","5507008","6989664","24199181","Flow","Terrain",39428
5404,"14","70","0","Riso","9","1","2528","1906272","211808","20757292","Flow","Terrain",40737
5405,"6","30","-3","Toad","19","6","8481","6566048","3812544","8419458","Pulse","Terrain",39275
5406,"13","50","3","Grove","20","3","1254","4236160","635424","19751199","Pulse","Terrain",53941
5407,"14","49","0","Riso","42","24","8379","8895936","5083392","20757292","Pulse","Terrain",41901
5408,"7","46","3","First Earth","6","13","6523","3812544","5295200","10855250","Flow","Terrain",51758
5409,"7","71","4","Mt Zuka","5","12","7388","3600736","5083392","11014106","Pulse","Terrain",48318
5410,"6","52","4","Rocket","17","3","2287","6142432","3177120","9531450","Hyper","Terrain",46266
5411,"10","55","1","[HYCA]","29","22","882","7836896","6354240","14985506","Flow","Terrain",51989
5412,"8","65","-1","Akileaf","2","17","957","2965312","6142432","11702482","Flow","Terrain",40469
5413,"7","49","-1","Mt Zuka","20","7","6538","6777856","4024352","10219826","Flow","Terrain",43532
5414,"14","29","-1","Exduo","19","39","1202","4024352","8260512","20598436","Pulse","Terrain",26001
5415,"13","58","0","Arc","32","27","2196","6777856","5718816","19274631","Flow","Terrain",50081
5416,"9","86","3","Aria","13","3","2799","6142432","4024352","13820562","Flow","Terrain",47618
5417,"14","35","0","Riso","41","29","5522","8684128","6142432","20757292","Flow","Daydream",34367
5418,"14","27","3","Shiro","12","10","7340","2541696","2118080","21233860","Pulse","Terrain",53949
5419,"17","47","4","Alto","13","11","346","6142432","5718816","25840697","Hyper","Terrain",14411
5420,"12","32","2","Palace","3","13","7385","4024352","6142432","18109683","Flow","Terrain",39506
5421,"14","80","-1","Exduo","44","27","4773","9319552","5718816","20598436","Pulse","Terrain",37931
5422,"13","42","0","Arc","32","31","929","6777856","6566048","19274631","Flow","Terrain",42903
5423,"11","47","-4","[MENU]","16","21","3834","5083392","6142432","15673886","Flow","Terrain",15519
5424,"13","21","-3","Valeria","38","35","9607","8048704","7413280","18798063","Flow","Terrain",51476
5425,"8","2","-4","Everglades","5","13","5133","3600736","5295200","11225914","Pulse","Terrain",13929
5426,"14","36","4","Holo","8","38","7591","1694464","8048704","21392716","Hyper","Terrain",37549
5427,"13","5","2","Nightrose","46","27","3485","9743168","5718816","19592343","Flow","Terrain",34006
5428,"19","12","-1","Alto","4","3","3722","5083392","4871584","28011738","Pulse","Terrain",5276
5429,"16","65","1","Greysunn","11","0","504","4871584","2541696","23881469","Pulse","Terrain",35856
5430,"5","87","1","Xleph","10","13","1574","5507008","6142432","7572226","Hyper","Terrain",36487
5431,"13","62","1","Hypermage","15","44","4223","3177120","9319552","19433487","Flow","Terrain",21943
5432,"17","71","-1","Alto","14","14","7647","6354240","6354240","25046417","Flow","Terrain",37157
5433,"11","12","2","[BOSS]","10","17","9220","3812544","5295200","16627022","Flow","Terrain",53646
5434,"14","66","4","Holo","19","1","6233","4024352","211808","21392716","Flow","Daydream",48025
5435,"11","54","-1","[WEN]","24","12","7370","6777856","4236160","16150454","Flow","Terrain",53887
5436,"14","34","3","Shiro","11","21","8159","2329888","4447968","21233860","Hyper","Daydream",47699
5437,"12","6","1","Muxtai X1","4","4","6340","4236160","4236160","17950827","Hyper","Daydream",42298
5438,"13","52","4","Mecha","3","42","8986","635424","8895936","19910055","Flow","Terrain",46793
5439,"15","61","0","Pepo","8","7","6479","4236160","4024352","22239952","Flow","Terrain",33888
5440,"13","47","4","Mecha","26","9","983","5507008","1906272","19910055","Flow","Terrain",41804
5441,"10","54","4","[MOON]","22","8","9138","6354240","3388928","15462074","Pulse","Terrain",50211
5442,"13","66","-1","Dynacrypts","23","29","3501","4871584","6142432","19115775","Pulse","Terrain",42263
5443,"6","41","2","Ender","3","20","2394","3177120","6777856","9213738","Flow","Origin Daydream",38932
5444,"8","26","4","Promiselands","22","11","6666","7201472","4871584","12496762","Flow","Terrain",33027
5445,"4","52","4","Kairo","15","0","1096","6566048","3388928","6566138","Flow","Terrain",37995
5446,"14","49","2","Mirage","5","16","9043","1059040","3388928","21075004","Hyper","Terrain",48037
5447,"6","25","-4","Ender","16","12","8622","5930624","5083392","8260602","Pulse","Terrain",40050
5448,"11","47","-1","[WEN]","5","1","9494","2753504","1906272","16150454","Flow","Terrain",31609
5449,"6","20","-1","Mori","0","15","1409","2541696","5718816","8737170","Hyper","Terrain",33286
5450,"10","22","0","[YUNA]","26","30","7113","7201472","8048704","14826650","Flow","Terrain",45265
5451,"13","59","4","Mecha","11","27","8450","2329888","5718816","19910055","Hyper","Terrain",46141
5452,"14","38","1","Hyphae","36","16","3044","7625088","3388928","20916148","Flow","Terrain",47507
5453,"12","1","0","Palace","0","2","9724","3388928","3812544","17791971","Pulse","Terrain",45617
5454,"14","33","4","Holo","23","0","420","4871584","0","21392716","Flow","Terrain",25645
5455,"2","22","1","Kairo","5","5","112","5295200","5295200","3124258","Flow","Terrain",38460
5456,"5","64","-1","Royal","14","11","3004","6354240","5718816","7254514","Flow","Terrain",48316
5457,"4","58","-3","Kairo","11","6","7326","5718816","4659776","5454146","Flow","Terrain",27393
5458,"13","51","1","Hypermage","35","0","5414","7413280","0","19433487","Pulse","Terrain",44753
5459,"6","1","0","Angel","1","8","2688","2753504","4236160","8896026","Flow","Terrain",28484
5460,"7","48","2","Zerinia","14","23","1512","5507008","7413280","10696394","Hyper","Terrain",26114
5461,"13","71","2","Nightrose","32","20","9443","6777856","4236160","19592343","Flow","Terrain",50748
5462,"13","61","-4","Killscreen","42","33","2372","8895936","6989664","18639207","Flow","Terraform",46244
5463,"6","45","-1","Mori","0","22","1104","2541696","7201472","8737170","Flow","Terrain",35552
5464,"13","24","-1","Dynacrypts","36","12","2711","7625088","2541696","19115775","Flow","Terrain",23544
5465,"14","47","1","Hyphae","0","19","2387","0","4024352","20916148","Flow","Terraform",36348
5466,"14","47","4","Holo","14","12","6339","2965312","2541696","21392716","Flow","Daydream",36810
5467,"13","44","2","Nightrose","1","47","8905","211808","9954976","19592343","Flow","Terrain",21351
5468,"14","33","-1","Exduo","33","18","3313","6989664","3812544","20598436","Flow","Terrain",53974
5469,"8","59","0","Calyx","15","20","3240","5718816","6777856","11861338","Hyper","Terrain",46788
5470,"15","44","3","Blushing","18","8","1880","6354240","4236160","22716520","Flow","Terrain",35362
5471,"11","36","0","[DARK]","31","15","212","8260512","4871584","16309310","Hyper","Terrain",52256
5472,"14","56","-1","Exduo","35","24","3898","7413280","5083392","20598436","Pulse","Terrain",43908
5473,"13","7","2","Nightrose","23","24","128","4871584","5083392","19592343","Flow","Terrain",20833
5474,"7","43","4","Mt Zuka","6","8","5041","3812544","4236160","11014106","Pulse","Terrain",45718
5475,"2","30","-4","Kairo","7","1","687","5718816","4447968","2329978","Flow","Terrain",51762
5476,"12","53","-1","Muxtai X1","12","12","3592","5930624","5930624","17633115","Flow","Terrain",53573
5477,"10","73","0","[YUNA]","26","19","7776","7201472","5718816","14826650","Flow","Terrain",26131
5478,"14","51","4","Holo","27","4","6959","5718816","847232","21392716","Pulse","Terrain",42341
5479,"14","32","4","Holo","19","2","2401","4024352","423616","21392716","Flow","Terrain",43968
5480,"16","45","0","Treasure","4","0","2111","3388928","2541696","23722613","Hyper","Terrain",48941
5481,"6","35","1","Bubble","6","18","323","3812544","6354240","9054882","Flow","Terrain",32635
5482,"4","51","1","Kairo","4","2","4192","4236160","3812544","6089570","Flow","Terrain",49426
5483,"15","49","0","Pepo","21","0","1336","6989664","2541696","22239952","Flow","Terrain",28057
5484,"18","87","4","Alto","7","5","4463","5718816","5295200","27323358","Pulse","Terrain",34219
5485,"13","23","-4","Killscreen","41","34","9614","8684128","7201472","18639207","Pulse","Terrain",52569
5486,"13","51","0","Arc","7","46","8756","1482656","9743168","19274631","Flow","Terrain",46258
5487,"15","52","-4","Gemina","4","20","794","3388928","6777856","21604528","Pulse","Terrain",46975
5488,"8","13","2","Everglades","19","17","6485","6566048","6142432","12179050","Hyper","Terrain",27253
5489,"14","54","-2","Radiant","16","22","7271","3388928","4659776","20439580","Pulse","Terrain",35745
5490,"10","49","2","[CUR2]","23","26","869","6566048","7201472","15144362","Flow","Terrain",46032
5491,"11","23","-4","[MENU]","14","23","6578","4659776","6566048","15673886","Pulse","Terrain",22612
5492,"13","34","3","Grove","29","34","1044","6142432","7201472","19751199","Flow","Terrain",33224
5493,"13","59","0","Arc","45","40","6953","9531360","8472320","19274631","Flow","Terrain",40523
5494,"10","89","1","[HYCA]","9","22","3112","3600736","6354240","14985506","Flow","Terrain",50344
5495,"3","70","4","Kairo","2","2","4818","4659776","4659776","5083482","Flow","Terrain",37079
5496,"14","48","-4","Holo","1","12","8076","211808","2541696","20121868","Pulse","Terrain",37584
5497,"14","27","1","Hyphae","29","44","8914","6142432","9319552","20916148","Flow","Terrain",52919
5498,"11","89","1","[BLOOD]","19","31","505","5718816","8260512","16468166","Flow","Terrain",50461
5499,"6","50","-4","Ender","21","7","4794","6989664","4024352","8260602","Flow","Terrain",41608
5500,"6","42","3","Toad","8","11","2409","4236160","4871584","9372594","Flow","Terrain",51710
5501,"14","55","4","Holo","31","37","7461","6566048","7836896","21392716","Flow","Terrain",49986
5502,"14","28","-3","Warp","24","14","5042","5083392","2965312","20280724","Flow","Terrain",52116
5503,"6","27","0","Angel","3","5","4109","3177120","3600736","8896026","Flow","Terrain",38851
5504,"5","89","-3","Tetsu","15","3","7315","6566048","4024352","6936802","Pulse","Terrain",26949
5505,"16","80","1","Greysunn","14","17","7587","5507008","6142432","23881469","Flow","Terraform",37204
5506,"13","5","2","Nightrose","0","23","1504","0","4871584","19592343","Flow","Terrain",30130
5507,"14","70","1","Hyphae","12","6","3033","2541696","1270848","20916148","Pulse","Terrain",35539
5508,"14","51","4","Holo","9","20","1546","1906272","4236160","21392716","Flow","Terrain",27264
5509,"14","49","-1","Exduo","14","23","3712","2965312","4871584","20598436","Hyper","Terrain",53671
5510,"7","56","4","Mt Zuka","7","19","3641","4024352","6566048","11014106","Pulse","Terrain",50975
5511,"6","31","3","Toad","15","18","9540","5718816","6354240","9372594","Flow","Daydream",44653
5512,"11","59","3","[MENU]","11","9","7012","4024352","3600736","16785878","Pulse","Terrain",24262
5513,"13","63","2","Nightrose","28","14","2289","5930624","2965312","19592343","Flow","Terrain",24094
5514,"15","44","1","pfpfpfpbbx80","22","15","3862","7201472","5718816","22398808","Hyper","Terrain",47101
5515,"14","57","-1","Exduo","36","28","7272","7625088","5930624","20598436","Flow","Terrain",13133
5516,"10","41","1","[HYCA]","9","1","2733","3600736","1906272","14985506","Flow","Terrain",44839
5517,"13","55","3","Grove","18","20","5722","3812544","4236160","19751199","Hyper","Terrain",34795
5518,"11","69","2","[BOSS]","15","30","8533","4871584","8048704","16627022","Flow","Terrain",36180
5519,"18","66","0","Alto","2","3","2258","4659776","4871584","26687934","Flow","Terrain",33738
5520,"8","0","2","Everglades","19","15","8421","6566048","5718816","12179050","Flow","Terrain",43857
5521,"13","33","0","Arc","46","33","5243","9743168","6989664","19274631","Pulse","Terrain",32798
5522,"6","33","1","Bubble","0","1","1452","2541696","2753504","9054882","Flow","Terrain",34249
5523,"16","52","-1","Uwo","1","20","1694","2753504","6777856","23563757","Flow","Terrain",16941
5524,"13","71","1","Hypermage","2","0","4144","423616","0","19433487","Hyper","Terrain",20905
5525,"11","16","1","[BLOOD]","30","17","1178","8048704","5295200","16468166","Flow","Terrain",41316
5526,"15","66","0","Pepo","20","16","5699","6777856","5930624","22239952","Flow","Terrain",53813
5527,"13","69","4","Mecha","26","10","1200","5507008","2118080","19910055","Flow","Terrain",47420
5528,"14","0","4","Holo","43","9","7209","9107744","1906272","21392716","Flow","Terrain",39772
5529,"17","89","-3","Alto","3","2","5863","4024352","3812544","24728705","Pulse","Terrain",43269
5530,"2","79","4","Kairo","5","6","3529","5295200","5507008","3600826","Flow","Terrain",42864
5531,"16","80","-1","Uwo","1","5","4063","2753504","3600736","23563757","Hyper","Terrain",39332
5532,"6","15","3","Toad","12","2","9539","5083392","2965312","9372594","Pulse","Terrain",34532
5533,"13","41","1","Hypermage","27","29","4374","5718816","6142432","19433487","Hyper","Terrain",29879
5534,"14","48","-2","Radiant","7","8","2250","1482656","1694464","20439580","Flow","Terrain",31785
5535,"7","42","2","Zerinia","18","13","1390","6354240","5295200","10696394","Pulse","Terrain",43908
5536,"15","68","2","Linosim","11","14","6479","4871584","5507008","22557664","Flow","Terrain",45899
5537,"6","1","3","Toad","11","11","1631","4871584","4871584","9372594","Flow","Terrain",31379
5538,"11","43","2","[BOSS]","29","11","1513","7836896","4024352","16627022","Flow","Terrain",19585
5539,"12","24","-1","Muxtai X1","7","15","4797","4871584","6566048","17633115","Flow","Terrain",53023
5540,"16","60","-1","Uwo","13","13","3755","5295200","5295200","23563757","Pulse","Terrain",53152
5541,"4","58","0","Kairo","8","11","4409","5083392","5718816","5930714","Flow","Terraform",25665
5542,"11","55","1","[BLOOD]","21","25","8574","6142432","6989664","16468166","Flow","Terrain",20320
5543,"11","26","4","[HOME]","0","14","8876","1694464","4659776","16944734","Pulse","Terrain",23466
5544,"13","57","3","Grove","8","27","843","1694464","5718816","19751199","Flow","Terrain",10537
5545,"14","49","-1","Exduo","23","44","3685","4871584","9319552","20598436","Pulse","Terrain",41919
5546,"13","3","4","Mecha","13","22","5505","2753504","4659776","19910055","Flow","Terrain",29162
5547,"15","72","0","Pepo","18","21","5513","6354240","6989664","22239952","Flow","Terrain",16866
5548,"13","23","3","Grove","29","9","2550","6142432","1906272","19751199","Pulse","Terrain",40441
5549,"13","54","-4","Killscreen","37","30","6394","7836896","6354240","18639207","Flow","Terrain",41415
5550,"16","27","-1","Uwo","14","15","5784","5507008","5718816","23563757","Pulse","Terrain",51111
5551,"14","43","4","Holo","43","17","3401","9107744","3600736","21392716","Pulse","Terrain",51153
5552,"9","90","-1","Wastelands","3","3","9584","4024352","4024352","13185138","Flow","Terrain",47118
5553,"14","44","-3","Warp","14","27","2307","2965312","5718816","20280724","Flow","Terrain",20760
5554,"13","45","1","Hypermage","19","12","7086","4024352","2541696","19433487","Flow","Terrain",43321
5555,"7","19","1","Intro Forest","5","16","5015","3600736","5930624","10537538","Pulse","Terrain",24908
5556,"5","88","2","Royal","2","1","8323","3812544","3600736","7731082","Flow","Terrain",42191
5557,"16","3","4","Ouallada","21","15","5061","6989664","5718816","24358037","Hyper","Terrain",37226
5558,"9","58","2","Wastelands","15","12","5272","6566048","5930624","13661706","Flow","Terrain",41551
5559,"10","7","4","[MOON]","24","8","5138","6777856","3388928","15462074","Flow","Terrain",49504
5560,"14","9","0","Riso","10","5","1451","2118080","1059040","20757292","Flow","Terraform",52884
5561,"11","69","0","[DARK]","21","21","4879","6142432","6142432","16309310","Flow","Terraform",30381
5562,"13","36","1","Hypermage","13","15","7968","2753504","3177120","19433487","Flow","Terrain",37377
5563,"14","4","4","Holo","23","6","9079","4871584","1270848","21392716","Pulse","Terrain",44906
5564,"6","4","-4","Ender","11","20","6468","4871584","6777856","8260602","Pulse","Terrain",50155
5565,"11","28","-1","[WEN]","28","2","3094","7625088","2118080","16150454","Flow","Terrain",46616
5566,"16","72","1","Greysunn","16","10","8356","5930624","4659776","23881469","Pulse","Terrain",43260
5567,"16","25","1","Greysunn","3","5","8943","3177120","3600736","23881469","Hyper","Terrain",38214
5568,"9","88","-1","Wastelands","11","14","9668","5718816","6354240","13185138","Pulse","Terrain",41977
5569,"16","1","2","Blossom","21","6","8996","6989664","3812544","24040325","Flow","Terrain",29286
5570,"14","58","4","Holo","30","41","9043","6354240","8684128","21392716","Flow","Terrain",39811
5571,"10","52","0","[YUNA]","19","22","2856","5718816","6354240","14826650","Flow","Terrain",50548
5572,"7","45","1","Intro Forest","3","20","2173","3177120","6777856","10537538","Flow","Terrain",53381
5573,"13","51","1","Hypermage","46","32","3991","9743168","6777856","19433487","Flow","Terrain",22916
5574,"10","2","1","[HYCA]","1","15","7593","1906272","4871584","14985506","Hyper","Terrain",44953
5575,"16","60","0","Treasure","15","9","5640","5718816","4447968","23722613","Pulse","Terrain",41748
5576,"16","52","4","Ouallada","10","5","1177","4659776","3600736","24358037","Hyper","Terrain",24304
5577,"16","71","4","Ouallada","19","9","5894","6566048","4447968","24358037","Flow","Terrain",21177
5578,"14","36","4","Holo","21","0","6238","4447968","0","21392716","Pulse","Terrain",45936
5579,"14","43","4","Holo","8","41","6443","1694464","8684128","21392716","Flow","Terrain",38593
5580,"14","7","-2","Radiant","2","13","9899","423616","2753504","20439580","Flow","Terrain",50893
5581,"14","32","2","Mirage","43","41","1072","9107744","8684128","21075004","Pulse","Terrain",14059
5582,"14","56","4","Holo","11","44","2196","2329888","9319552","21392716","Pulse","Terrain",34196
5583,"11","85","1","[BLOOD]","20","5","7961","5930624","2753504","16468166","Pulse","Terrain",47566
5584,"14","47","3","Shiro","27","31","7143","5718816","6566048","21233860","Flow","Terrain",50596
5585,"14","43","2","Mirage","41","42","6287","8684128","8895936","21075004","Pulse","Terrain",22078
5586,"13","72","4","Mecha","10","21","305","2118080","4447968","19910055","Hyper","Terrain",41999
5587,"16","70","-2","Dread","0","8","9262","2541696","4236160","23404901","Flow","Terrain",46239
5588,"12","16","-1","Muxtai X1","12","10","3811","5930624","5507008","17633115","Hyper","Terrain",52110
5589,"7","32","1","Intro Forest","8","8","5716","4236160","4236160","10537538","Flow","Terrain",41333
5590,"13","63","0","Arc","44","41","2519","9319552","8684128","19274631","Flow","Terrain",53305
5591,"14","42","0","Riso","43","44","8044","9107744","9319552","20757292","Flow","Terrain",16089
5592,"15","8","1","pfpfpfpbbx80","23","23","3055","7413280","7413280","22398808","Flow","Terrain",39339
5593,"11","43","0","[DARK]","21","27","7158","6142432","7413280","16309310","Flow","Terrain",39988
5594,"10","44","4","[MOON]","31","18","3595","8260512","5507008","15462074","Pulse","Terrain",50974
5595,"15","49","3","Blushing","22","8","5561","7201472","4236160","22716520","Flow","Terrain",47269
5596,"14","38","-1","Exduo","26","45","5798","5507008","9531360","20598436","Flow","Terrain",42409
5597,"6","30","2","Ender","13","1","5188","5295200","2753504","9213738","Pulse","Terrain",43300
5598,"13","60","1","Hypermage","0","12","3100","0","2541696","19433487","Pulse","Terrain",23840
5599,"13","34","0","Arc","46","3","9782","9743168","635424","19274631","Pulse","Terrain",50878
